content,content_preprocessed,sentimen
DANA MAKIN GAK JELAS ANJG TIBA TIBA GAK BISA MASUK KE APLIKASI YA TOLOL ANJG DANA TOLOL MALAH MUTER MUTER TERUS ANJG GJ TOLOL JARIANG UDH STABIL ANJG MASIH KAGA BISA TOLOL,tidak anjg tidak bisa tolol anjg tolol muat muat terus anjg gj tolol jariang stabil anjg masih tidak bisa tolol,NEUTRAL
Bangat bagus,bangat bagus,POSITIVE
thanx sangat membantu transaksi,thanx sangat bantu transaksi,POSITIVE
Pelayanan nya kurang kalo ada keluhan jadi ga bisa live cat hanya sama asisten nya aja,layan kurang keluh tidak bisa live cat asisten,NEGATIVE
bintang 4 dulu y soalnya baru mencoba pertama kali,bintang coba,NEUTRAL
mantap sangat membantu makasih dana,mantap sangat bantu terima kasih,POSITIVE
Bagus Cepat,bagus cepat,POSITIVE
Pertama awal pakai aman dan lancar tanpa masalah akhir akhir ini terlalu banyak kendala... Top up tidak msk padahal saldo sudah berkurang... Tolong d perbaiki... Dan kenapa saya tidak bisa update ke versi terbaru,aman lancar tanpa kendala isi saldo tidak msk saldo kurang tolong baik tidak bisa update versi baru,NEGATIVE
Kok ga bisa masuuukkk aduuu,kok tidak bisa adu,NEGATIVE
Sebel bgt dah mau buat pentingan bikin dana gwe. Cuman gara2 pernah daftar terus aku uninstall skrng daftar lagi aku kirim KTP sama kk ga bisa terus dana premium gagal.maunya gmna sih gwe udh nikah udah ikut suami udah pindah tempat udah gak satu kk lagi sama mamak gw astagaa.auah sebel bgt gwe kasih bintang 5 kalau gwe udh dibenerin tuh upgrade an nya sebell,sebel banget penting bikin gwe daftar terus uninstall daftar lagi kirim ktp kakak tidak bisa terus premium gagal mau sih gwe nikah suami pindah tidak kakak lagi mamak astagaa auah sebel banget gwe kasih bintang gwe dibenerin upgrade an sebell,NEGATIVE
Sehat selalu untuk kita semua 🙏,sehat selalu,POSITIVE
aplikasi ini sudah scam hati2 kawan. awal dana mertua saya lima ratus ribu tidak bisa login disuru email no respon nomor whatsapp admin juga ganti. saya abaikan lalu kejadian lagi uang kk saya satujuta tigaratus sama juga cs no respon nah saat ini saya pribadi kena juga tujuh ratus ribu. jadi harap teman teman jangan ada lagi yang pakai aplikasi penipuan sperti ini,scam kawan mertua ratus tidak bisa disuru email nomor respons nomor whatsapp ganti abai jadi lagi uang kakak satujuta tigaratus customer service nomor respons pribadi tujuh ratus harap teman teman jangan lagi tipu sperti,NEGATIVE
"APLIKASI SAMPAH MELAKUKAN TRANSAKSI TANPA SEPENGETAHUAN SAYA SEBESAR Rp.989.900 DAN TIDAK MAU MENGEMBALIKAN SALDO ITU DENGAN ALASAN TIDAK VALID DAN DITOLAK, HATI"" BUAT YG DOWNLOAD DIKARENAKAN TIDAK ADA TANGGUNG JAWAB DARI PIHAK DANA!!!",sampah transaksi tanpa tahu tidak kembali saldo alas tidak valid tolak hati download tidak tanggung,POSITIVE
Saya ga bisa masuk lg akun dana soalnya no y sudah hangus apa bisa ganti no dengan nama ktp yg sama,tidak bisa lagi akun nomor hangus bisa ganti nomor nama ktp,NEUTRAL
Knp dana kan udh dimasukan no telpon knp tidak bisa masuk ada tulisan hubungi emel hlp dana untuk di beritahu,masuk nomor telepon tidak bisa tulis hubung emel hlp beritahu,NEUTRAL
Sejauh ni...masih aman aih ....cmn harus sering d buka kayaknya ya,masih aman aih cmn sering buka kayak,NEUTRAL
Hancor hancorrr,hancor hancor,NEGATIVE
Untuk pembelian pulsa jika terjadi kendala transaksi langsung di batalkan jangan sampai kastomer menunggu berjam-jam,beli pulsa kendala transaksi batal jangan kastomer tunggu jam jam,NEUTRAL
Tolong kinerjanya semakin di percepat Sering lelet,tolong kerja cepat sering lambat,NEGATIVE
mantaap dana,mantaap,POSITIVE
suka dana sangat membantu😍,suka sangat bantu,POSITIVE
saya sering mengalami gagal dalam pembayaran,sering alami gagal bayar,POSITIVE
"sangat terbantu untuk pengiriman transfer, trimakasih DANA, sukses selalu",sangat bantu kirim transfer trimakasih sukses selalu,POSITIVE
Akun mantap,akun mantap,POSITIVE
Aplikasi maling jangan download aplikasi ini bro,maling jangan download,NEGATIVE
Saya mau login ulang ko harus verifikasi ke hp yang sebelumnya di pakai? Sedangkan hpnya udah ga ada. Gimana ini solusinya?,ulang kok verifikasi handphone hpnya tidak solusi,NEUTRAL
"pelayanan makin buruk, sering error, sering lag, buka apk nya lelet bgt, padahal jaringan ga ad masalah",layan buruk sering error sering lambat buka lambat banget jaring tidak,NEGATIVE
Blm ngeri tapi ingin ngerti smakin joss,belum ngeri tapi ngerti smakin mantap,NEGATIVE
dana emang best the best,emang best the best,POSITIVE
"Untuk transaksi yg lain cepat lancar, tapi pembelian token listrik banyak gangguan nya , smoga di perbaiki lagi sistem nya",transaksi cepat lancar tapi beli token listrik ganggu smoga baik lagi sistem,NEUTRAL
sangat puas lebih aman,sangat puas aman,POSITIVE
Lama banget gangguannya padahal sinyal dan yg lainnya aman di apk nya susah padahal kadang butuh cepat malah gk bisa gk ada diperbaiki gimana dimohonkan agar segera diperbaiki klo gk maaf saya akan uninstall,banget ganggu sinyal aman sulit kadang butuh cepat tidak bisa tidak baik mohon baik tidak maaf uninstall,NEGATIVE
"Apk ini makin bermasalah setelah update saya baru TF ke rekening melalui dana ,di dana transfer berhasil namun uang tdk masuk ke rekening, tolong penjelasannya admin🙏🙏 dimohonkan segera.",masalah update transfer rekening transfer hasil uang tidak rekening tolong jelas mohon,NEUTRAL
ko g bisa di update,kok tidak bisa update,NEUTRAL
"Bagusss sekali apk inii, sangatt membantu saya",bagus ini sangat bantu,POSITIVE
jaringan stabil dikata bermasalah mulu elah,jaring stabil kata masalah terus elah,NEGATIVE
"Mulai deh ga jelasnya. Dana udah premium, malah disuruh upgrade mulu. Mau tarik tunai jadi ga bisa.",deh tidak premium suruh upgrade terus tarik tunai tidak bisa,NEGATIVE
Masa A+ rewards gk bisa di claim lagi dan promo dm ml gk bisa di beli trus gunanya apa di situ buat pajangan?,rewards tidak bisa klaim lagi promo pesan ml tidak bisa beli terus guna situ pajang,NEGATIVE
sangat membantu sangat recommended,sangat bantu sangat rekomendasi,POSITIVE
"aplikasi rusakkkk, udah masukin pin malah minta otp SMS ke nomor ga aktif, rusaakkk gimana mau masukk, itu duit didalam gimanaaa??? rusaaakkkkkkkkk",rusak masuk pin kode otp sms nomor tidak aktif rusaak uang dalam rusak,NEGATIVE
mau apa aja mudah skrg,mudah,NEUTRAL
setiap transaksi ada. potongan 500 sampai 1000 rupiah ini uang potongan apa tolong di kasi rincian di aplikadi nya,transaksi potong uang potong tolong kasi rincian aplikadi,NEUTRAL
"sy fikir susah, setelah coba ternyata mudah bertransaksi",fikir sulit coba mudah transaksi,NEGATIVE
"Ini kenapa Uda di update TPI KTA nya GK bisa di pakai dana nya,Uda bolak blik uptade kyak gitu trus knpa ini",update kta tidak bisa bolak blik uptade kyak terus,NEGATIVE
Tolong bagaimana komplain uang TDK masuk di dana,tolong keluh uang tidak,NEGATIVE
aku suka tapi aku masih ragu ragu semoga bermanfaat,suka tapi masih ragu ragu moga manfaat,POSITIVE
"Mw kirim uang, tarik tunai semua ngga bisa, harus upgrade ke premium, tapi upgrade selalu ngga bisa2, chat sudah, hubungi customer service ngga bisa2 sampai habis pulsa..gmna ini developer dana.. Saldo ngga bisa dipakai",mw kirim uang tarik tunai tidak bisa upgrade premium tapi upgrade selalu tidak chat hubung customer service tidak habis pulsa developer saldo tidak bisa pakai,NEUTRAL
Saya sudah mengirim email dari tanggal 31 Desember 2023 .... Katnya 2sampai3 hari kerja nomer dana dan semua saldo akan normal.... Tapi sampai sekarang belum ada balesan kabar di email..... Mana woiiiiiii 2 juta berarti buat gw taik,kirim email tanggal desember katnya nomor saldo normal tapi belum balesan kabar email woi taik,NEGATIVE
pengiriman cepat dan tepat waktu,kirim cepat,POSITIVE
puas bgt..👍🏻👍🏻👍🏻,puas banget,POSITIVE
Speed kan,speed,NEGATIVE
"KECEWA BANGET DULU SERING MELAKUKAN TRANSAKSI DISINI AMAN DAN LANCAR,SEKARANG MALAH GA BISA DI UPDATE DAN TRANSAKSI NYA GA MASUK,PADAHAL NOMORNYA SAMA, JANGAN DOWNLOAD APLIKASI INI DEH,DULU EMANG GW REKOMENDASI KAN,TAPI SEKARANG NGGAK SAMPAH NI APLIKASI GA BISA DI UPDATE UANG TRANSFER NYA HILANG PADAHAL MAU DITABUNGIN DI APK INI!!!!",kecewa banget sering transaksi aman lancar tidak bisa update transaksi tidak nomor jangan download deh emang rekomendasi tapi tidak sampah tidak bisa update uang transfer hilang ditabungin,NEUTRAL
Nggak bisa update,tidak bisa update,NEGATIVE
Yayay,yayay,POSITIVE
Halo developer!!! saya mohon bantuannya saya sudah mencoba menghapus status premium tapi belum ada jawaban yang pasti mohon bantuannya karena sudah 1 Minggu belum ada jawaban terimakasih,developer bantu coba hapus status premium tapi belum bantu minggu belum terima kasih,NEGATIVE
Makin gak jelas bisa bisa nya isi pulsa status nya berhasil tapi pulsa nya gak masuk padahal nomor nya udah bener,tidak bisa bisa isi pulsa status hasil tapi pulsa tidak nomor,NEGATIVE
Kenapa di aplikasi dana saya gak bisa buka fitur riwayat transaksi...setelah sebelumya saldo saya di ambil orang,tidak bisa buka fitur riwayat transaksi sebelumya saldo ambil,NEUTRAL
"Gk jelas aplikasih nya nda mau peremium padahal udah isi berkas, tapi malah di suruh nunggu tapi sampai sekarang masih nda bisa peremium",tidak aplikasih nda peremium isi berkas tapi suruh tunggu tapi masih nda bisa peremium,NEGATIVE
mantap pelayanan nya dan murah,mantap layan murah,POSITIVE
saran saya buat kata sandi sebelum memasuki aplikasi dana.,saran sandi pasuk,NEUTRAL
"Duit gw ilang sampe 9jt , masa gaada tindak lanjut dan tanggung jawab apa apa dari dana, gua sumpahin rezeki gua lancar",uang hilang tidak tindak tanggung sumpahin rezeki lancar,NEGATIVE
"Ini gimna sih buruk bangt, pas di update knp di suruh log-in lagi? Terus gak bisa masuk-masuk katanya jaringan bermasalah, padahal jaringan lancar-lancar aja, di apk lain jg lancar cuman di dana aja. Pas pake wifi jg gak bisa? Ini dana knp sih!!!?",gimna sih buruk bangt pas update suruh lagi terus tidak bisa jaring masalah jaring lancar lancar lancar pas wifi tidak bisa sih,NEGATIVE
"Udah 3 hari gangguan terus, ga bisa login",ganggu terus tidak bisa,NEGATIVE
Ini gimna sih di upgrade nya udah bbrapa kali tolong dongg sumphhh,gimna sih upgrade bbrapa tolong dongg sumph,NEGATIVE
saya sangat puas dengan aplikasi dana,sangat puas,POSITIVE
yaylll,yayl,POSITIVE
"mantap , layanan cepat dan mudah",mantap layan cepat mudah,POSITIVE
Bagai mana dengan saldo saya dr tgl 20 juni 2023 sampe sekarang blm ada kejelasan tidak bertanggung jawab sekali mengerikan,saldo tgl juni belum jelas tidak tanggung keri,NEGATIVE
Jangan simpan duit disini bisa hilang,jangan simpan uang bisa hilang,NEGATIVE
Gimana ini saldo di aplikasi masih banyak tpi gabisa ditarik dananya disuruh upgrade ke premium tp gagal terus mohon bantuannya tim aplikator,saldo masih tidak bisa tarik dana suruh upgrade premium gagal terus bantu tim aplikator,NEGATIVE
Bertransaksi semakin mudah dengan DANA,transaksi mudah,POSITIVE
Apk tidak amanah uang saya hilang semua kgk ada tanggung jawab nya,tidak amanah uang hilang tidak tanggung,NEGATIVE
Babi. Uang ku di kuras oleh dana .jangan pakai aplikasi dana lagi .,babi uang kuras jangan lagi,NEUTRAL
Udah lma pake aplikasi dana tapi kali ini rasa kecewa karna saldo hilang dengan tiba2 300 ribu.. Mungkin aplikasi ini harus di hapus dan juga pelayanan nya kurang baik bagi sya.. Saldo tdk balik. Untuk aplikasi dana sya kurang bagus lagi gunakan. Jadi buwat teman2 yg pake aplikasi dana klo masih ada aplikasi yg terpercaya mening pake aplikasi lain aja.. Krna sampe sekarang dana sya tdk ada balik2. Jagan jadi korban selanjut nya cukup sya sja teman terimakasi ini hanya sekedar peringatan.,lma tapi kecewa saldo hilang hapus layan kurang baik saldo tidak kurang bagus lagi buwat masih percaya ning tidak jagan korban lanjut sja teman terimakasi dar ingat,NEGATIVE
Riwayat transver masuk tp nominal saldo tidak bertambah payah,riwayat transver nominal saldo tidak tambah payah,NEUTRAL
Sya sangat puas ada aplikasi ini semua nya bisa mudah,sangat puas bisa mudah,POSITIVE
jos .. top markotop,jos top markotop,NEUTRAL
sangat membantu skali...,sangat bantu skali,POSITIVE
pokoknya manthap,pokok manthap,NEGATIVE
makasih kuota sudah . aplikasi sangat bagus,terima kasih kuota sangat bagus,POSITIVE
Ko gbsa kebuka trs knapa ya,kok gbsa buka terus,NEUTRAL
Teroma ah lewat dana uang udah di tf ke dana . Eh mlh mau di tf ke rekening ndak bisa lagi . Mlh ngendap di dana,oma ah uang transfer eh mlh transfer rekening tidak bisa lagi mlh ngendap,NEGATIVE
selama pakai dana buat transaksi jd mudah..mantap,transaksi mudah mantap,POSITIVE
Gajelas,tidak,POSITIVE
Sangat dan sangat senang atas pelayanan nya,sangat sangat senang layan,POSITIVE
Tidak berguna,tidak guna,NEGATIVE
pertahankan kualitas dan penangan nyah .,tahan kualitas nang nyah,POSITIVE
"Ni gimana kok ga bisa di upgred ke premium, low bisa2 low ga bisa ga bisa jangan itu ini itu ini goblog jadi gua jadi ga bisa transfer kemana mana",kok tidak bisa upgred premium low low tidak bisa tidak bisa jangan goblog tidak bisa transfer mana,NEGATIVE
pelayanannya jelek banget. pending tf dan butuh uangnya cepet tapi ga dilayanin sama sekali. sudah kirim keluhan ke DIANA tapi sama sekali gaada respon. coba komplain via tweeter juga cuma disuruh dm doang TAPI DM GA DIBALAS.,layan jelek banget tunda transfer butuh uang cepat tapi tidak dilayanin kirim keluh tapi tidak respons coba keluh via tweeter suruh pesan tapi pesan tidak balas,NEGATIVE
Sudah berapa hari tidak bisa di pakai aplikasi dana..ada perbaikan...perbaikan apa makan waktu lama..kasihan dong customer nya..di suruh keluahan email ga respon..telpon juga ga bisa..apa itu..makin buruk aja pelayanan nya..baru awal tahun 2024..aplikasi apaan..bahkan saya pernah kena tipu di aplikasi oleh oknum mengaku dr petugas dana..waktu saya DM dr Instagram..sekarang malah tambah buruk pelayanan nya..,tidak bisa baik baik makan kasihan dong customer suruh luah email tidak respons telepon tidak bisa buruk layan tipu oknum aku tugas pesan instagram buruk layan,NEGATIVE
"Saya baru saja di retas akun saya ,, uang hilang 720rbu,, untuk kelanjutan belum tau dari pihak dana y,, apakah uang bsa kembali atau tidak,, sudah melaporkan ke CS ,, tpi y gitu lah,, semoga aj cepat di selesaikan kan,,",retas akun uang hilang lanjut belum uang bisa tidak lapor customer service moga cepat selesai,NEUTRAL
mudah dalam bertransaksi pakai dana aj,mudah transaksi,NEUTRAL
sangat bermanfaat aplikasi dana...good,sangat manfaat bagus,POSITIVE
"Ini gmn ini aplikasinya masak saya mau update ke premium udah coba 10x gagal terus yang ke 11 bisa lanjut tapi kok harus pake dokumen tambahan harus KK,paspor nikah,SIM dll gitu gimana ini aduh kok jadi aneh ya jadi ga nyaman pake dana",masak update premium coba gagal terus bisa tapi kok dokumen tambah kakak paspor nikah sim dll aduh kok aneh tidak nyaman,NEGATIVE
Dana yang kita isi sering hilang sendiri mohon perbaikan nya,isi sering hilang baik,NEGATIVE
lebih mudah dan banyak manfaatnya makasi dana sukses selalu ya,mudah manfaat makas sukses selalu,POSITIVE
"aplikasi yang bagus, top up gampang dan murah",bagus isi saldo mudah murah,POSITIVE
Ini gimana aplikasi makin lama makin kacau saja transaksi saya belum diterima sampai sekarang padahal dari pengirim saldonya sudah terpotong,kacau transaksi belum terima kirim saldo potong,NEGATIVE
Kenapa untuk menjadikan dana premium saja susah... Ribet sumpah harus nunggu 3-5 hari,jadi premium sulit rumit sumpah tunggu,NEGATIVE
bintang 5 buat apps dana sangat membantu dan memudah kan aktifitas saya,bintang sangat bantu mudah aktifitas,POSITIVE
"aplikasi buruk, ga aman, gamau bertanggung jawab, pelayanan lama, ga aman simpen uang di dana",buruk tidak aman gamau tanggung layan tidak aman simpen uang,NEGATIVE
"tiba² saldo terkuras abis tolong di tindak lanjutin , kalo sampai saldo tidak balik berarti permainan orang dalam dana yang menguras , masa otp gaada fermuk gaada pin ga ngsh tau siapa"" malah ilang saldo",saldo kuras abis tolong tindak lanjutin saldo tidak main uras kode otp tidak fermuk tidak pin tidak ngsh hilang saldo,NEGATIVE
lemot ribet,lambat rumit,NEGATIVE
"Teman saya tf lewat bank bri ke sana kok tulisan nya dalam verifikasi udah di tunggu 1x 24 jam kok belum masuk masuk ke akun dana saya atau balik lagi ke akun BRI teman saya, padahal semua nya sudah benar nomor telepon dan pengguna dana",teman transfer bank bri kok tulis verifikasi tunggu jam kok belum akun lagi akun bri teman nomor telepon guna,NEGATIVE
Beli voucher Alfamart tapi gak otomatis terpotong padahal sudah mencapai minimum transaksi dan menggunakan qris dana di Alfamart,beli voucher alfamart tapi tidak otomatis potong capai minimum transaksi qris alfamart,NEUTRAL
masih bingung Makainya,masih bingung maka,NEGATIVE
"Saya pengguna baru dari aplikasi DANA dan saya sangat puas pakai aplikasi DANA, TF uang sangat cepat dan lancar terimakasih salam sukses bersama DANA 👍🙏",guna sangat puas transfer uang sangat cepat lancar terima kasih sukses,POSITIVE
Ini gimna sih sya mau transaksi kok tiba tiba uang udah ga ada dan saya ck uang sya udah ada yg ngambil padahal saya blm melakukan transaksi apa pun.. Uang nya Lg saya butuhin buat beli susu anak saya ini malah ilang gimna sih,gimna sih transaksi kok uang tidak ck uang ambil belum transaksi uang lagi butuhin beli susu anak hilang gimna sih,NEGATIVE
ko sekarang dana error di suruh update tapi gabisa bisa gangguan terus tolong dong di benerin,kok error suruh update tapi tidak bisa bisa ganggu terus tolong dong benerin,NEGATIVE
kenapa ga bisa tf dari dana ke dana sendiri. selalu ada notif tidak ada koneksi internet. tp klo ke bank lain bisa. aneh!!,tidak bisa transfer selalu notif tidak koneksi internet bank bisa aneh,NEGATIVE
"Buat teman2 pengguna Dana jangan skli klian tertipu dengan SMS wa dari pihak Dana dan jangan kalian klik link yang dikirimkan pihak Dana dari wa, soalnya saldo saya korbannya saldo saya tersedot sendiri tanpa adanya aktivitas transaksi.",guna jangan skli klian tipu sms whatsapp jangan klik link kirim whatsapp saldo korban saldo sedot tanpa aktivitas transaksi,NEGATIVE
