content,content_clean,sentimen
menurut saya aplikasi ini bagus dan tetapi kalau mau membantu orang yang hilang nomor telepon nya biar bisa mengganti nomor telpon nya dengan yang baru dan tetapi jangan dipersulit,bagus bantu orang hilang nomor telepon biar ganti nomor telpon jangan sulit,NEGATIVE
mohon perbaiki biar jadi langganan ya,mohon baik biar langgan,NEGATIVE
Gangguan ya bosss,ganggu bosss,NEGATIVE
Kenapa saya selalu gagal saat upgrade dana premium !,gagal upgrade premium,NEGATIVE
terlalu banyak potongan ketika isi saldo,potong isi saldo,NEGATIVE
cepet dn akurat,cepet dn akurat,POSITIVE
Baeono,baeono,NEGATIVE
moga dana bisa lebih maju.,moga maju,POSITIVE
Sya maaukin akun saya kok ga masuk.dana makin sini kok makin kaya asu jelek banget.jangan coba2 instal dana nanti nyeselbanyak bag nya,sya maaukin akun tidak masuk kaya asu jelek banget jangan coba instal nyeselbanyak bag,NEGATIVE
I LIKE..💞,like,NEUTRAL
Aplikasi jaringan terjelek ni,jaring jelek ni,NEGATIVE
Apk ga jelas masa akun gue di buat aktivitas ga wajar terus,tidak akun aktivitas tidak wajar,NEGATIVE
Ini knp app gk bs dibuka ya. Tolong apakah gangguan atau gmn? Udh uninstall trus install lg jg gk bs²,knp tidak bs buka tolong ganggu gmn uninstall trus install lg jg tidak bs,NEGATIVE
baik sangat bagus aplikasi dana,bagus,POSITIVE
Tolong di aktifkan payleater,tolong aktif payleater,NEUTRAL
mantap..!!,mantap,POSITIVE
mantap ey,mantap ey,POSITIVE
"Sering gangguan ketika kirim,gak ada lanjutkan pembayaran dan top up e wallet sering bermasalah",ganggu kirim tidak lanjut bayar top up wallet masalah,NEGATIVE
Kenapa kok aplikasi ini gak bisa dibuka Tolong lh tolong jgn kyak gini kali,tidak buka tolong lh tolong jgn kyak gin kali,NEGATIVE
Ini mode pembayarannya kok gak muncull... ngestuck putih doang,mode bayar tidak muncull ngestuck putih doang,NEGATIVE
Mau bikin akun aja ribet harus pake kode referal .trus harus masuk lagi ke website nya .pokonya kalo buat pengguna baru mau buat akun aja ribet mending gak jadi dah males juga kalo ribet,bikin akun ribet pakai kode referal trus masuk website poko kalo guna akun ribet mending tidak dah males kalo ribet,NEGATIVE
"Mohon info, kenapa saya tidak dapat ber transaksi lagi via DANA. Buka aplikasi stag diam terus di halaman cover DANA. Mohon info. Karena sy ada saldo di dana",mohon info tidak ber transaksi via buka stag diam halaman cover mohon info sy saldo,NEUTRAL
"Bagaimana cara login bagi nomor telepon sudah hilang, mohon bantuannya",login nomor telepon hilang mohon bantu,NEUTRAL
top bgt pakai DANA. ngak rbt,top banget pakai ngak rbt,NEGATIVE
DANA saya minta tolong... Bagaimana caranya mengaktifkan kembali akun yang telah hilang nomor hp nya..sedangkan saldonya masih ada..,tolong aktif akun hilang nomor hp saldo,NEUTRAL
Fitur dana cicil belum ada di akun sya.. Apa harus pilih2 ngasih fitur dana cicilnya..? Tolong pihak dana agar diratakan setiap pengguna dana agar bisa diadakan FITUR DANA CICILnya . Dan bisa digunakan dlm keadaanendesak Jgn ini mah yg tertentu doang .. jd gk relefan,fitur cicil belum akun sya pilih ngasih fitur cicil tolong rata guna ada fitur cicil dlm keadaanendesak jgn mah doang tidak relefan,NEGATIVE
"NGISI KUOTA NYAMPE NYA LAMA , CS KGK ADA SOLUSI",ngisi kuota nyampe customer service kgk solusi,NEUTRAL
Tolong lah bantu kami agar tidak ada lgi tuh transfer ke google sendiri,tolong bantu tidak lgi transfer google,NEGATIVE
Apk dompet digital yang keamanannya buruk dan pelayanan sistem yang lambat. GAUSAH DI DOWNLOAD GUYSS MENDING PAKE APK LAIN YANG LEBIH AMAN!,dompet digital aman buruk layan sistem lambat gausah download guyss mending pakai aman,NEGATIVE
Apk sampah,sampah,NEGATIVE
transaksi jadi mudah..,transaksi mudah,POSITIVE
"Upgrade premium selalu ditolak, Padahal saldo saya 350rb. Sudah dilaporkan malah disuruh ngirim foto ktp, foto kk, foto dukomen pendukung dan video selfi dan disuruh menunggu 3 - 5 hari. Eh sekali nya dibalas disuruh melakukan pengajuan ulang. Nggak guna, jangan download mending pakai app yg lain",upgrade premium tolak saldo rb lapor suruh ngirim foto ktp foto kk foto dukomen dukung video selfi suruh tunggu eh balas suruh aju ulang tidak jangan download mending pakai,NEGATIVE
"Aplikasi leletnya minta ampun, ga kaya sebelah... Aplikasi perbankan aja cepet ini ampun leletnya",lelet ampun tidak kaya belah perban cepet ampun lelet,NEGATIVE
"Nggak hisa masuk dana jaringan bermasalah, mohon di bantu.. 🙏🏾🙏🏾🙏🏾",tidak hisa masuk jaring masalah mohon bantu,NEUTRAL
"Salah satu aplikasi dompet digital yang tingkat keamanannya sangat buruk, JANGAN MENGGUNAKAN APLIKASI INI!!!",salah dompet digital tingkat aman buruk jangan,NEGATIVE
Enak buat tf tapi susah buat ngajuin penyelesaian masalah uang,enak transfer susah ngajuin selesai uang,NEGATIVE
melakukan pembayaran cukup mudah hanya dgn menggunakan Dana,bayar mudah dgn,NEUTRAL
"Saya mau login ke aplikasi dana, tapi aplikasi dana minta kode otp, nomor saya yang sy pakai daftar akun pun sudah hilang setahun yang lalu. Selama ini saya pakai aplikasi ini saya hanya diminta verifikasi melalui pin dan verifikasi wajah, baru tadi siang eror saya diminta kode otp. Saya hubungi operator dana melalui email, diana di dlm aplikasi, agar bisa terhubung kembali dengan aplikasi dana tanpa kode otp tapi saya semakin dibuat bingung oleh operatornya. Ini aplikasi bagaimana? Mohon solusi",login kode otp nomor sy pakai daftar akun hilang tahun pakai verifikasi pin verifikasi wajah siang error kode otp hubung operator email ana dlm hubung kode otp bingung operator mohon solusi,NEGATIVE
"bintang tiga dulu,soal nya masih sering mentenance.",bintang mentenance,NEUTRAL
"aplikasi yang gampang digunain para penipu. kurang perlindungan, data nasabah bisa bocor gitu aja. Tau detail transaksi segala macem",gampang digunain tipu kurang lindung data nasabah bocor gitu tau detail transaksi macem,NEGATIVE
Saya minta dana payleter,payleter,NEUTRAL
"woy gimana si ini apk nya jelek banget , aku buka apk mentok di login terus padahal sinyal bagus, tolong admin bug nya di perbaiki lagiiii , ngeselin!",woy si jelek banget buka mentok login sinyal bagus tolong admin bug baik lagiiii ngeselin,NEGATIVE
"Loadingnya lama banget, sering ada gangguan juga. Padahal baru diupdate sampai di uninstal trus didownload lagi pun sama lelet juga padahal sinyal full.",loadingnya banget ganggu diupdate uninstal trus didownload lambat sinyal full,NEGATIVE
Tlong donk gmn caranya masuk aplikasi dana nya.skrg sy blm bs mnggunakan bt transfernya pdhl sudah diisi saldo dana nya?tlong kasih tau caranya? Sllu upgrade j klu kirim diklik .knp y?hrs gmn lg?,tlong donk gmn masuk skrg sy belum bs mnggunakan bt transfer pdhl isi saldo tlong kasih tau sllu upgrade klu kirim klik knp hrs gmn lg,NEGATIVE
Tidak bisa mengajukan dana premium padahal sudah sesuai ketentuan,tidak aju premium sesuai tentu,NEGATIVE
baiksekali,baiksekali,POSITIVE
Susah upgrade dana premium,susah upgrade premium,NEGATIVE
Tidak bisa di instal padahal sudah didownload tolong bantu,tidak instal didownload tolong bantu,NEUTRAL
pengaman nya lebih tingkatin lagii kalo afk yg mau ngambil uang kita tuh kalo bisa kita setujui lagii,kam tingkatin lagi kalo afk ngambil uang kalo tuju lagi,NEGATIVE
huhhh butut duit gw ilang ini mah,huhhh butut uang gw ilang mah,NEGATIVE
"Aplikasi dana ga jelas saldo saya hilang sendiri tiba tiba ada transaksi ke nomor yg tidak di kenal, untuk customer service nya juga lelet bgt. Parah bgt ini",tidak saldo hilang transaksi nomor tidak kenal customer service lambat banget parah banget,NEGATIVE
supertop,supertop,POSITIVE
"maaf kk sebelum nya,pas saya mw login,di beri peringatan klw penipuan tuh minta kode otp dn pin,tp pas saya mw lanjut lagi malah di minta tuh dua² nyaa pin,sm otp ny...jadi itu gmn yh🙏",maaf kk pas mw login ingat klw tipu kode otp dn pin tp pas mw nyaa pin sm otp ny gmn yh,NEGATIVE
trimakasi dana,trimakasi,POSITIVE
"Mengapa tidak bisa di download, padahal kuota sudah disedot, apk makin jelek DANA.",tidak download kuota sedot jelek,NEGATIVE
Dana sya mah suka ngirim sendiri ke google,sya mah suka ngirim google,NEGATIVE
Ini aplikasi ny knp masak mau download aja payah kali loading nya,ny knp masak download payah kali loading,NEGATIVE
mantap 👍 lebih di tingkatkan lagi dan baiknya ada DANA pinjaman juga,mantap tingkat baik pinjam,POSITIVE
Kenapa susah di instal setelah masuk gk bisa di buka,susah instal masuk tidak buka,NEUTRAL
Ini gimana sih mau transfer uang aja harus ngantri gajelas banget nih dana gak kayak dulu dislike 👎👎👎👎👎👎,transfer uang ngantri tidak banget tidak kayak dislike,NEGATIVE
sangat cepat dan elegan thanks dana,cepat elegan thanks,POSITIVE
mantap pisan apk dana,mantap pis,NEUTRAL
Mudah dan lancar transaksi atau pun bayar sesuatu melalui dana,mudah lancar transaksi bayar,POSITIVE
Verifikasi 1 nomor 1 ktp tolong dong dihapuskan Gak semua nomor itu bisa digunakan seumur hidup😩 aku sudah 2x ganti nmor karna keblokir tapi gak bisa sudah daftar dana premium karna ktp udah dipake daftar buat dana premium Klau dana gak premium jelek bgt gak bisa dipake buat tf,verifikasi nomor ktp tolong hapus tidak nomor umur hidup ganti nmor blokir tidak daftar premium ktp dipake daftar premium klau tidak premium jelek banget tidak dipake transfer,NEGATIVE
"mengecewakan, respon kendala sangat lama, bukti video dan scrensott kendala dah jelas..masalah gak kunjung selesai...vocer keburu dipakai masih blum bisa selesai masalah nya....vocer beli di dana zonk 20 ribu melayang gak jelas...gak lagi lagi...kapom",kecewa respon kendala bukti video scrensott kendala dah tidak kunjung selesai vocer keburu pakai blum selesai vocer beli zonk ribu layang tidak tidak kapom,NEGATIVE
Makin GK jelas,tidak,POSITIVE
Aku kasih bintang 5 ... Tapi kenapa apk dana saya tidak bisa di buka ...padahal saya suka banget dengan aplikasi dana karena selalu enak buat transaksi .akhir akhir ini aplikasi dana suka eror dan tidak bisa di buka ...tolong lah jangan bikin resah dan gelisah kepada pengguna aplikasi dana kasian mereka biasa nya lancar buat buka aplikasi dan transaksi sekarang suka eror ...tolong secepat nya di perbarui,kasih bintang tidak buka suka banget enak transaksi suka error tidak buka tolong jangan bikin resah gelisah guna kasi lancar buka transaksi suka error tolong cepat baru,NEGATIVE
kurang aman,kurang aman,POSITIVE
bagus tapi butuh sinyal yg bagus dan berat juga,bagus butuh sinyal bagus berat,NEGATIVE
sangat membatu disaat kritis bisa langsung transfer ke berbagai bank dengan aman....terima kasih atas layananya,batu saat kritis langsung transfer bank aman terima kasih layananya,POSITIVE
sayang nya kenapa di persulit harus di upgrate dlu baru bisa tf atau tarik tuunai kalo ktpnya sudah pernah di gunakan lalu hp nya ilang di curi orang gimna coba,sayang sulit upgrate dlu transfer tarik tuunai kalo ktpnya hp ilang curi orang gimna coba,NEGATIVE
dana nya bagusss,bagusss,POSITIVE
bagus bget,bagus bget,POSITIVE
saya suka apk ini bisah membantu transaksi,suka bisah bantu transaksi,POSITIVE
Saldo saya dikirim entah kemana padahal saya berlangganan aja tidak,saldo kirim mana langgan tidak,NEGATIVE
Harusnya. Kalau nomor yang tidak menggunakan DANA jangan bisa di transfer saldo. Biarkan transaksi itu gagal karena nomor tujuan salah. Yang rugi kan pengirimnya. Saldo tidak bisa balik.,nomor tidak jangan transfer saldo biar transaksi gagal nomor tuju salah rugi kirim saldo tidak,NEGATIVE
Sukses slalu buat apk dana saya sangat suka,sukses slalu suka,POSITIVE
"Hati hati sekarang banyak modus penipuan mengatasnamakan dana , saya korban baru saya isi 850 RB masak iya penipu bisa tau kalau ada saldonya ? Gak mungkin dong pasti ada maen orang dalam",hati hati modus tipu mengatasnamakan korban isi rb masak iya tipu tau saldo tidak maen orang,NEGATIVE
sip dah bener,sip dah bener,NEGATIVE
baguss bngt,baguss bngt,POSITIVE
"puas banget pakek apl ini,gak ribet juga",puas banget pakek tidak ribet,POSITIVE
Kenapa saya udah keluar tidak bisa login lagi Padahal saya mau ambil uang,tidak login ambil uang,NEGATIVE
Makasih atas di perbanyak jangan di ilangin lagi kayak kemarin,makasih banyak jangan ilangin kayak kemarin,NEUTRAL
Mau transaksi gagal trus udah coba di update katanya gangguan dapet email ktnya harus hapus cache lalu upgrade data lagi tapi kenapa mlah gak bisa masuk,transaksi gagal trus coba update ganggu dapet email ktnya hapus cache upgrade data mlah tidak masuk,NEGATIVE
Ini kenapa Notifikasi hilang²an dah ??,notifikasi hilang dah,NEGATIVE
Aplikasi ini gampang dibobol sma orang sya baru aja kebobolan 600 ribu,gampang bobol sma orang sya bobol ribu,NEGATIVE
"Uang di dana saya hilang.. dana aman tidak si? Ko bisa tanpa melakukan transaksi sisa saldo yg ada di dana, masuk ke dana orang lain.? Apa memang suka begitu ya? Tidak aman simpan uang di dana..",uang hilang aman tidak si ko transaksi sisa saldo masuk orang suka tidak aman simpan uang,NEGATIVE
DANA MAKIN GAK JELAS ANJG TIBA TIBA GAK BISA MASUK KE APLIKASI YA TOLOL ANJG DANA TOLOL MALAH MUTER MUTER TERUS ANJG GJ TOLOL JARIANG UDH STABIL ANJG MASIH KAGA BISA TOLOL,tidak anjg tidak masuk tolol anjg tolol muter muter anjg gj tolol jariang stabil anjg tidak tolol,NEUTRAL
Bangat bagus,bangat bagus,POSITIVE
thanx sangat membantu transaksi,thanx bantu transaksi,POSITIVE
Pelayanan nya kurang kalo ada keluhan jadi ga bisa live cat hanya sama asisten nya aja,layan kurang kalo keluh tidak live cat asisten,NEGATIVE
bintang 4 dulu y soalnya baru mencoba pertama kali,bintang coba kali,NEUTRAL
mantap sangat membantu makasih dana,mantap bantu makasih,POSITIVE
Pertama awal pakai aman dan lancar tanpa masalah akhir akhir ini terlalu banyak kendala... Top up tidak msk padahal saldo sudah berkurang... Tolong d perbaiki... Dan kenapa saya tidak bisa update ke versi terbaru,pakai aman lancar kendala top up tidak msk saldo kurang tolong baik tidak update versi baru,NEGATIVE
Kok ga bisa masuuukkk aduuu,tidak masuuukkk aduuu,NEGATIVE
Sebel bgt dah mau buat pentingan bikin dana gwe. Cuman gara2 pernah daftar terus aku uninstall skrng daftar lagi aku kirim KTP sama kk ga bisa terus dana premium gagal.maunya gmna sih gwe udh nikah udah ikut suami udah pindah tempat udah gak satu kk lagi sama mamak gw astagaa.auah sebel bgt gwe kasih bintang 5 kalau gwe udh dibenerin tuh upgrade an nya sebell,sebel banget dah penting bikin gwe cuman gara daftar uninstall skrng daftar kirim ktp kk tidak premium gagal mau gwe nikah suami pindah tidak kk mamak gw astagaa auah sebel banget gwe kasih bintang gwe dibenerin upgrade an sebell,NEGATIVE
Sehat selalu untuk kita semua 🙏,sehat,POSITIVE
aplikasi ini sudah scam hati2 kawan. awal dana mertua saya lima ratus ribu tidak bisa login disuru email no respon nomor whatsapp admin juga ganti. saya abaikan lalu kejadian lagi uang kk saya satujuta tigaratus sama juga cs no respon nah saat ini saya pribadi kena juga tujuh ratus ribu. jadi harap teman teman jangan ada lagi yang pakai aplikasi penipuan sperti ini,scam hati kawan mertua ratus ribu tidak login disuru email no respon nomor whatsapp admin ganti abai jadi uang kk satujuta tigaratus customer service no respon pribadi kena tujuh ratus ribu harap teman teman jangan pakai tipu sperti,NEGATIVE
"APLIKASI SAMPAH MELAKUKAN TRANSAKSI TANPA SEPENGETAHUAN SAYA SEBESAR Rp.989.900 DAN TIDAK MAU MENGEMBALIKAN SALDO ITU DENGAN ALASAN TIDAK VALID DAN DITOLAK, HATI"" BUAT YG DOWNLOAD DIKARENAKAN TIDAK ADA TANGGUNG JAWAB DARI PIHAK DANA!!!",sampah transaksi tahu rp tidak kembali saldo alas tidak valid tolak hati download tidak tanggung,POSITIVE
Saya ga bisa masuk lg akun dana soalnya no y sudah hangus apa bisa ganti no dengan nama ktp yg sama,tidak masuk lg akun no hangus ganti no nama ktp,NEUTRAL
Knp dana kan udh dimasukan no telpon knp tidak bisa masuk ada tulisan hubungi emel hlp dana untuk di beritahu,knp masuk no telpon knp tidak masuk tulis hubung emel hlp beritahu,NEUTRAL
Sejauh ni...masih aman aih ....cmn harus sering d buka kayaknya ya,ni aman aih cmn buka kayak,NEUTRAL
Hancor hancorrr,hancor hancorrr,NEGATIVE
Untuk pembelian pulsa jika terjadi kendala transaksi langsung di batalkan jangan sampai kastomer menunggu berjam-jam,beli pulsa kendala transaksi langsung batal jangan kastomer tunggu jam jam,NEUTRAL
Tolong kinerjanya semakin di percepat Sering lelet,tolong kerja cepat lambat,NEGATIVE
mantaap dana,mantaap,POSITIVE
suka dana sangat membantu😍,suka bantu,POSITIVE
saya sering mengalami gagal dalam pembayaran,alami gagal bayar,POSITIVE
"sangat terbantu untuk pengiriman transfer, trimakasih DANA, sukses selalu",bantu kirim transfer trimakasih sukses,POSITIVE
Akun mantap,akun mantap,POSITIVE
Aplikasi maling jangan download aplikasi ini bro,maling jangan download bro,NEGATIVE
Saya mau login ulang ko harus verifikasi ke hp yang sebelumnya di pakai? Sedangkan hpnya udah ga ada. Gimana ini solusinya?,login ulang ko verifikasi hp pakai hpnya tidak solusi,NEUTRAL
"pelayanan makin buruk, sering error, sering lag, buka apk nya lelet bgt, padahal jaringan ga ad masalah",layan buruk error lag buka lambat banget jaring tidak ad,NEGATIVE
Blm ngeri tapi ingin ngerti smakin joss,belum ngeri ngerti smakin joss,NEGATIVE
dana emang best the best,emang best the best,POSITIVE
"Untuk transaksi yg lain cepat lancar, tapi pembelian token listrik banyak gangguan nya , smoga di perbaiki lagi sistem nya",transaksi cepat lancar beli token listrik ganggu smoga baik sistem,NEUTRAL
sangat puas lebih aman,puas aman,POSITIVE
Lama banget gangguannya padahal sinyal dan yg lainnya aman di apk nya susah padahal kadang butuh cepat malah gk bisa gk ada diperbaiki gimana dimohonkan agar segera diperbaiki klo gk maaf saya akan uninstall,banget ganggu sinyal aman susah kadang butuh cepat tidak tidak baik mohon baik klo tidak maaf uninstall,NEGATIVE
"Apk ini makin bermasalah setelah update saya baru TF ke rekening melalui dana ,di dana transfer berhasil namun uang tdk masuk ke rekening, tolong penjelasannya admin🙏🙏 dimohonkan segera.",masalah update transfer rekening transfer hasil uang tidak masuk rekening tolong jelas admin mohon,NEUTRAL
